ID	WC_TA	RE_TA	EBIT_TA	MVE_BVTD	S_TA	Industry	Rating
61162	0.058	0.161	0.042	1.036	0.26	2	BBB
84790	0.052	0.214	0.038	1.69	0.462	6	A
84435	0.131	0.121	0.059	0.449	0.114	5	BB
54442	0.273	0.362	0.064	1.217	0.269	7	BBB
57940	0.285	0.435	0.075	2.48	0.374	4	AA
64000	-0.034	-0.189	0.018	0.353	0.112	9	B
61807	0.028	0.266	0.038	2.731	0.572	7	AA
39738	-0.097	-0.636	0.012	0.178	0.093	9	CCC
69309	0.045	0.082	0.049	0.456	0.245	10	BB
72617	0.13	0.159	0.052	0.414	0.111	1	BB
58813	0.296	0.376	0.071	2.363	0.329	10	A
62549	-0.034	-0.023	0.017	1.124	0.197	11	BBB
47467	0.112	0.195	0.044	0.775	0.227	7	BBB
71580	-0.081	-0.231	0.031	0.372	0.139	8	B
33753	0.221	0.356	0.065	2.703	0.404	1	AA
71173	0.169	0.372	0.05	1.229	0.307	11	A
65454	0.009	0.303	0.041	4.465	0.596	9	AAA
78347	0.151	0.294	0.058	1.978	0.319	5	A
37501	0.033	0.138	0.042	0.967	0.178	9	BBB
53780	0.038	-0.129	0.036	0.303	0.168	10	B
53434	0.045	-0.026	0.049	0.252	0.107	3	BB
66872	0.352	0.759	0.083	8.846	0.782	6	AAA
65492	0.312	0.363	0.078	1.585	0.323	8	A
49645	0.205	0.615	0.068	14.608	1.208	4	AAA
47978	0.378	0.378	0.088	0.665	0.173	1	BB
84395	0.145	0.386	0.05	3.578	0.467	5	AAA
50501	-0.072	-0.103	0.018	0.767	0.278	10	B
47948	-0.053	-0.162	0.02	0.428	0.195	9	B
62917	0.042	0.094	0.039	0.571	0.196	1	BB
77388	-0.022	-0.286	0.043	0.274	0.083	5	BB
73370	0.063	0.279	0.044	1.479	0.345	7	BBB
50991	-0.144	-0.589	0	0.211	0.136	5	B
51710	-0.019	-0.207	0.029	0.321	0.16	5	B
78394	0.193	-1.032	0.055	0.023	0.032	4	CCC
37939	-0.01	0.264	0.016	5.074	0.692	12	AAA
84368	-0.045	-0.039	0.009	0.609	0.248	10	B
47548	0.419	0.667	0.086	4.631	0.622	4	AAA
38164	0.076	0.23	0.041	1.124	0.253	2	BBB
48789	0.077	0.071	0.047	0.651	0.184	12	BB
50749	-0.536	-0.976	-0.087	0.251	0.348	8	CCC
70357	0.112	0.256	0.056	1.79	0.363	1	A
56386	0.07	0.319	0.037	5.461	0.829	9	AAA
33477	0.16	0.351	0.055	2.209	0.312	9	A
78463	0.061	0.137	0.046	0.687	0.189	7	BBB
63705	0.406	0.616	0.082	3.141	0.395	7	AAA
59414	0.022	0.231	0.043	2.859	0.472	9	AA
39026	0.285	0.316	0.065	1.238	0.174	4	BBB
54649	0.334	0.684	0.075	5.778	0.67	6	AAA
66406	-0.01	-0.136	0.024	0.262	0.101	4	B
53444	0.003	-0.006	0.032	0.415	0.116	9	BB
56550	-0.601	-2.04	-0.362	0.081	0.179	11	CCC
74671	-0.134	0.345	-0.012	17.791	1.191	6	AAA
62630	0.081	0.189	0.046	0.995	0.184	2	BB
71387	-0.013	-0.217	0.037	0.423	0.101	5	B
84090	0.013	-0.442	0.024	0.258	0.103	7	CCC
58429	0.015	0.141	0.036	1.807	0.454	8	A
80983	0.062	0.219	0.056	1.039	0.199	7	BB
39295	0.219	0.309	0.056	1.083	0.208	6	BBB
61899	0.3	0.403	0.081	2.164	0.223	4	AA
50308	0.118	0.219	0.038	4.559	0.755	9	AAA
39649	0.318	0.35	0.079	1.27	0.237	1	BBB
49527	-0.016	-0.048	0.029	0.517	0.174	8	BB
71801	0.136	0.164	0.054	0.925	0.214	6	BBB
78762	0.121	0.203	0.054	0.431	0.161	2	BB
58899	0.139	0.218	0.058	1.073	0.379	3	BBB
42729	0.006	0.148	0.039	2.16	0.402	2	BBB
75030	0.239	0.234	0.061	0.912	0.197	9	BB
59938	0.034	0.144	0.045	0.706	0.223	2	BB
66551	0.382	0.6	0.086	4.126	0.684	9	AAA
54771	0.237	0.323	0.062	1.68	0.288	3	A
46636	0.119	0.064	0.061	0.223	0.089	6	BB
39950	-0.111	0.085	-0.001	3.257	0.493	1	AA
40271	0.184	0.043	0.052	0.378	0.088	3	BB
52292	0.046	0.057	0.044	0.721	0.163	10	BB
47829	0.044	0.171	0.044	0.898	0.304	12	BBB
64927	0.336	0.561	0.08	3.642	0.525	5	AAA
67505	0.288	0.622	0.066	6.203	0.792	10	AAA
35498	0.148	0.291	0.057	2.304	0.398	6	AA
44605	0.038	-0.547	0.038	0.062	0.092	4	CCC
75796	0.093	0.082	0.047	0.755	0.229	11	BBB
49803	0.029	0.132	0.036	1.012	0.277	5	BBB
75590	0.235	0.337	0.063	2.464	0.317	8	A
64841	0.022	-0.079	0.037	0.306	0.132	7	B
42018	0.047	0.296	0.048	4.271	0.56	8	AAA
81162	0.3	0.098	0.078	0.095	0.041	7	BB
84418	0.152	0.42	0.054	4.549	0.419	1	AAA
59376	0.111	0.185	0.054	1.042	0.209	3	BBB
71298	0.197	0.375	0.053	2.589	0.358	12	AA
39388	0.243	0.306	0.06	1.215	0.343	8	BBB
56810	0.249	0.285	0.065	1.32	0.167	1	BBB
73576	0.27	0.38	0.068	1.418	0.246	8	A
75750	0.011	0.04	0.034	0.497	0.195	1	BB
51883	0.177	0.421	0.061	3.277	0.477	8	AA
38695	-0.027	-0.305	0.016	0.259	0.135	6	B
55063	0.39	0.371	0.083	1.146	0.367	12	A
72039	-0.031	-0.08	0.028	0.436	0.22	5	B
72993	0.082	-0.044	0.057	0.185	0.092	3	BB
67836	-0.046	0.044	0.03	1.032	0.22	6	BBB
76775	0.168	0.394	0.057	2.567	0.384	8	AA
69010	0.196	0.394	0.065	1.806	0.302	4	BBB
50673	0.422	0.572	0.089	2.318	0.188	5	AA
34494	-0.075	-0.112	0.017	0.595	0.215	8	BB
48982	0.149	0.153	0.05	1.572	0.411	10	BBB
51615	0.516	0.576	0.106	2.121	0.307	8	A
50341	0.146	0.182	0.053	0.902	0.188	2	BB
64058	0.112	0.191	0.052	0.877	0.16	9	BBB
65131	0.012	-0.134	0.036	0.375	0.13	2	B
66632	0.097	0.182	0.045	0.907	0.189	11	BBB
51021	0.205	0.41	0.062	2.341	0.404	8	A
41833	0.023	0.008	0.038	0.418	0.132	5	BB
34740	-0.023	-0.039	0.021	0.487	0.193	10	B
63324	0.091	0.117	0.043	0.909	0.264	1	BB
60996	-0.085	-0.092	0.02	0.706	0.201	4	BB
70489	0.04	-0.006	0.039	0.341	0.13	10	BB
69222	-0.052	-0.199	0.017	0.333	0.153	5	B
66523	0.063	0.131	0.041	0.843	0.29	2	BB
48861	0.18	0.124	0.057	0.447	0.21	9	BB
82499	0.318	0.551	0.07	4.573	0.339	11	AAA
66805	0.054	0.112	0.06	0.45	0.184	3	BBB
35017	0.363	0.642	0.083	6.293	0.976	2	AAA
41281	0.158	0.174	0.054	1.03	0.302	1	BBB
38057	0.391	0.437	0.081	0.804	0.177	3	BBB
50068	0.002	-0.381	0.038	0.124	0.068	9	CCC
70017	0.378	0.638	0.076	6.786	0.777	9	AAA
65147	0.254	0.348	0.068	1.845	0.272	6	A
57836	0.012	0.066	0.034	0.627	0.233	9	BB
67431	0.339	0.441	0.076	0.806	0.168	1	BBB
61735	0.178	0.32	0.06	2.799	0.366	5	AA
81646	-0.881	-1.894	-0.248	0.219	0.11	7	CCC
62155	-0.07	-0.693	0.016	0.131	0.095	7	B
48624	0.035	0.187	0.038	2.187	0.445	5	A
41914	0.355	0.481	0.081	1.623	0.242	11	A
57859	0.149	0.311	0.054	2.655	0.354	10	AA
65477	-0.043	0.098	0.026	2.965	0.484	2	AA
59073	-0.027	0.025	0.027	1.471	0.468	9	BB
80435	0.116	0.246	0.049	1.542	0.423	1	BBB
58389	0.004	0.085	0.044	0.695	0.212	12	BB
43375	0.041	0.269	0.042	0.716	0.222	4	BBB
42933	0.146	0.356	0.054	3.629	0.507	1	AAA
46424	0.267	0.356	0.064	1.945	0.31	12	AA
81058	-0.11	-0.025	0.005	0.966	0.322	11	BBB
49640	0.346	0.375	0.087	1.342	0.236	6	A
83757	0.129	0.136	0.051	0.689	0.178	2	BB
44996	0.45	0.71	0.093	6.322	0.68	8	AAA
42489	0.051	0.131	0.044	0.725	0.227	4	BB
54883	0.269	0.661	0.064	5.876	0.642	4	AAA
83061	0.114	0.129	0.054	0.662	0.141	3	BB
48626	-0.053	-0.301	0.015	0.193	0.109	7	B
49282	-0.157	-0.623	-0.006	0.202	0.124	9	CCC
57631	-0.045	-0.129	0.021	0.281	0.106	6	BB
78562	0.337	0.433	0.073	1.281	0.287	3	A
81385	0.176	0.396	0.071	4.464	0.61	4	AAA
34343	0.123	0.269	0.047	1.13	0.212	3	A
57507	0.037	0.147	0.039	1.7	0.502	11	BBB
69245	-0.028	0.033	0.032	0.988	0.179	11	BB
71259	0.267	0.204	0.061	1.114	0.177	2	BBB
84711	0.052	0.02	0.046	0.623	0.17	5	BB
64540	0.036	0.136	0.038	0.694	0.26	4	B
49338	0.06	0.24	0.044	1.58	0.273	9	BBB
47489	0.109	0.167	0.051	0.816	0.282	1	BB
38851	0.354	0.14	0.093	0.289	0.075	9	BB
64134	-0.016	0.208	0.035	4.405	0.734	2	AAA
64386	-0.106	-0.01	-0.004	0.824	0.284	8	BB
51176	0.247	0.275	0.064	0.901	0.217	6	BBB
32636	0.181	0.355	0.061	2.171	0.263	7	AA
47097	0.002	-0.051	0.03	0.395	0.159	4	B
73769	0.007	-0.216	0.036	0.28	0.088	11	B
84111	0.375	0.237	0.08	0.19	0.076	3	BB
81392	-0.093	-0.012	0.018	1.532	0.345	3	A
80503	0.454	0.661	0.107	2.724	0.314	9	AA
66537	0.177	0.301	0.061	2.081	0.269	12	A
33630	-0.018	0.158	0.037	0.77	0.176	4	BB
34913	-0.019	0.175	0.03	2.56	0.4	8	AA
59532	0.342	0.397	0.075	1.89	0.383	11	A
41922	0.101	0.561	0.049	7.204	0.876	9	AAA
49363	0.21	0.232	0.06	0.797	0.153	5	BBB
55032	-0.087	-0.392	0.01	0.219	0.11	7	B
76430	0.008	-0.082	0.035	0.124	0.083	3	B
43369	0.127	0.239	0.055	1.417	0.195	8	A
61750	0.073	0.233	0.046	1.648	0.283	12	A
55149	0.294	0.325	0.067	1.172	0.199	2	BBB
82526	0.288	0.278	0.08	1.3	0.227	4	BBB
39527	0.287	0.344	0.071	0.974	0.261	2	BBB
61125	0.111	0.121	0.043	0.753	0.178	8	BB
55055	-0.004	0.213	0.029	3.314	0.34	7	AA
43719	0.046	0.152	0.04	1.451	0.267	2	BBB
60780	0.215	0.444	0.057	3.1	0.392	7	AAA
33267	0.117	0.163	0.055	0.251	0.088	3	BB
37184	0.098	0.119	0.048	0.611	0.322	9	B
79653	0.032	-0.032	0.038	0.526	0.226	4	BB
36017	0.134	0.31	0.055	3.784	0.442	12	AAA
83113	0.548	0.764	0.101	1.772	0.245	3	AA
85045	-0.011	-0.595	0.022	0.033	0.061	5	CCC
72006	0.01	0.125	0.033	0.783	0.192	9	BB
81497	0.133	0.238	0.053	1.443	0.324	3	BBB
39409	0.26	0.383	0.064	1.454	0.329	10	BBB
72050	0.203	0.424	0.066	3.94	0.505	11	AAA
46293	0.459	0.692	0.089	2.708	0.204	2	AA
34358	0.086	0.385	0.046	3.324	0.412	7	AAA
37756	0.245	0.431	0.062	2.372	0.445	3	AA
70773	0.433	0.128	0.088	0.162	0.122	8	BB
70491	0.084	0.298	0.047	2.411	0.361	9	A
51110	0.262	0.412	0.065	2.807	0.416	6	AA
39124	0.122	0.284	0.049	2	0.197	3	AA
60939	0.21	0.529	0.067	2.853	0.477	5	AA
46170	-0.033	-0.077	0.025	1.344	0.301	10	BBB
66854	0.191	0.481	0.063	3.248	0.587	7	AA
70382	-0.09	-0.024	0.002	0.674	0.288	11	BB
47691	0.023	0.089	0.036	1.128	0.337	9	BB
41614	0.048	0.18	0.043	1.091	0.307	11	BBB
68847	0.088	0.095	0.052	0.746	0.187	7	BBB
49248	0.195	0.171	0.061	1.384	0.182	3	BBB
39516	0.075	0.132	0.054	0.488	0.124	5	BB
42845	0.303	0.44	0.091	3.158	0.372	3	AAA
67724	0.381	0.47	0.082	1.786	0.236	3	A
65679	0.321	0.289	0.075	0.631	0.134	11	BB
77072	0.258	0.421	0.074	2.543	0.359	5	AA
38783	0.167	0.2	0.053	1.115	0.256	5	BBB
57312	0.198	0.614	0.064	12.775	0.796	7	AAA
75235	0.109	0.265	0.054	1.697	0.345	9	A
37412	0.101	0.127	0.044	0.603	0.181	8	B
37397	0.233	0.251	0.06	0.965	0.25	6	BBB
81678	0.204	0.375	0.06	1.778	0.307	8	A
37146	0.247	0.493	0.061	4.645	0.794	6	AAA
43532	-0.026	0.054	0.026	1.044	0.32	7	BBB
47714	-0.068	0.022	0.021	1.151	0.258	5	BB
64169	0.145	0.343	0.051	2.336	0.443	1	A
36823	-0.077	-0.122	0.016	0.437	0.217	11	BB
50436	0.128	0.179	0.055	0.77	0.205	4	BBB
60134	0.261	0.22	0.059	0.867	0.196	4	BB
65423	0.131	0.242	0.055	1.099	0.235	6	BBB
51643	0.173	0.405	0.043	4.899	0.475	3	AAA
51000	0.136	-0.409	0.057	0.153	0.073	1	B
51353	-0.091	-0.241	0.008	0.564	0.227	3	B
72992	0.159	0.186	0.057	0.643	0.162	2	BB
57842	0.025	0.026	0.035	0.353	0.114	6	BB
58072	0.233	0.237	0.07	1.202	0.294	9	BBB
73265	0.288	0.217	0.065	0.609	0.179	3	BB
60696	0.122	0.21	0.051	1.941	0.475	2	A
50349	-0.026	-0.046	0.032	0.393	0.129	2	B
55822	0.089	0.124	0.045	0.589	0.224	10	BB
58597	-0.118	-0.861	0.017	0.096	0.116	6	CCC
80281	-0.066	0.003	0.019	1.117	0.288	10	BBB
81383	0.072	0.102	0.045	0.504	0.114	7	BB
68186	0.052	0.24	0.043	1.455	0.355	10	BBB
46714	0.323	0.316	0.085	1.09	0.384	2	BBB
81504	0.07	0.03	0.044	0.436	0.168	3	BB
51253	-0.156	0.001	-0.019	3.844	0.484	3	AAA
53623	0.055	0.057	0.042	0.353	0.113	11	BB
58927	0.062	0.154	0.05	0.825	0.186	7	BBB
72294	0.223	0.496	0.076	4.424	0.483	10	AAA
67414	-0.108	-0.174	0.01	0.44	0.194	12	B
54359	0.226	0.245	0.048	2.035	0.542	2	BBB
59779	0.264	0.382	0.075	1.481	0.393	8	A
70631	0.373	0.618	0.08	3.197	0.412	9	AA
45401	0.219	0.358	0.063	3.254	0.585	4	AAA
54395	-0.078	0.037	0.012	1.798	0.342	2	BBB
75163	0.31	0.446	0.075	2.744	0.51	12	AA
56950	0.289	0.651	0.066	7.575	0.813	9	AAA
41624	0.112	0.161	0.051	0.692	0.223	3	BB
34622	0.079	0.203	0.044	0.835	0.242	9	BB
79641	0.027	0.164	0.033	1.925	0.336	4	A
52392	0.057	0.082	0.046	0.634	0.159	3	BB
51506	0.015	-0.11	0.041	0.305	0.104	12	BB
47338	0.173	0.398	0.055	3.121	0.552	3	AA
37454	-0.038	-0.181	0.028	0.171	0.108	12	B
63523	0.275	0.251	0.073	0.628	0.163	8	BBB
58246	0.356	0.29	0.085	0.496	0.12	8	BB
51944	0.042	0.069	0.048	0.539	0.148	12	BB
43139	0.085	0.191	0.052	0.726	0.126	11	BBB
81584	0.236	0.31	0.068	1.243	0.281	2	BBB
48464	0.095	0.207	0.055	1.049	0.247	9	BBB
43274	-0.017	-0.09	0.022	0.582	0.121	5	BB
38492	0.107	0.309	0.044	2.209	0.342	5	A
60436	0.011	0.226	0.03	3.161	0.489	5	AA
43266	0.029	0.082	0.047	0.551	0.106	6	BBB
73015	0.153	0.26	0.056	1.339	0.304	10	BBB
53371	-0.026	-0.02	0.03	0.369	0.107	12	B
79502	-0.103	-0.388	0.004	0.408	0.141	7	B
38550	-0.055	-0.167	0.017	0.369	0.16	8	BB
39350	-0.084	-0.31	0.009	0.252	0.192	5	B
68703	-0.001	-0.056	0.033	0.429	0.138	8	BB
82664	0.099	0.278	0.043	1.32	0.187	2	BBB
83617	0.151	0.178	0.058	0.662	0.218	8	BB
82323	0.116	0.122	0.051	1.17	0.371	5	BBB
37281	0.341	0.634	0.081	5.845	0.626	7	AAA
42530	0.008	0.04	0.045	0.51	0.124	6	BB
71926	0.114	0.194	0.054	0.721	0.209	8	BBB
75420	0.162	0.117	0.05	0.662	0.18	10	BB
50929	0.172	0.368	0.057	1.404	0.254	11	BBB
75170	-0.002	0.01	0.034	0.288	0.086	10	BB
34708	0.481	0.696	0.099	3.969	0.532	1	AAA
54551	0.051	0.177	0.042	1.092	0.239	8	BBB
40846	-0.005	-0.147	0.032	0.262	0.098	5	B
69359	0.059	0.171	0.042	1.894	0.22	5	A
77009	-0.047	-0.19	0.025	0.359	0.294	12	B
32885	0.303	0.267	0.068	0.675	0.217	4	BB
62738	0.162	0.278	0.061	1.117	0.268	2	BBB
35198	0.099	0.192	0.049	0.809	0.175	12	BBB
62708	0.488	0.409	0.096	1.101	0.277	2	BBB
56904	0.293	0.502	0.059	2.2	0.41	3	AA
79253	0.048	0.258	0.042	1.188	0.26	12	BBB
81121	-0.021	0.091	0.024	0.941	0.203	2	BB
32682	-0.011	-0.51	0.032	0.061	0.069	7	B
75490	0.256	0.459	0.059	3.83	0.416	12	AAA
84621	0.244	0.407	0.07	1.392	0.254	1	BBB
52444	0.196	0.351	0.066	2.043	0.28	1	A
41661	0.171	0.666	0.052	5.293	0.765	4	AAA
83953	0.242	0.393	0.072	2.198	0.404	11	AA
83890	0.049	0.308	0.042	3.147	0.908	3	AA
64694	0.554	0.971	0.101	19.163	1.322	8	AAA
69910	0.021	0.08	0.042	0.722	0.242	7	BB
78164	0.101	0.211	0.052	0.97	0.342	4	BBB
85020	0.037	0.058	0.045	0.371	0.131	7	BB
64682	0.02	0.023	0.037	0.409	0.165	12	BB
81130	0.074	0.064	0.045	0.343	0.092	6	BB
71915	-0.039	0.022	0.018	0.933	0.252	8	BBB
36549	-0.104	-0.674	-0.005	0.448	0.162	6	CCC
81621	-0.059	0.04	0.019	1.699	0.346	1	BBB
51839	0.458	0.792	0.09	9.713	0.676	8	AAA
39584	0.147	0.347	0.053	2.217	0.392	1	A
69106	0.343	0.601	0.086	2.255	0.312	9	AA
71304	0.385	0.534	0.082	2.037	0.263	7	A
44677	0.079	0.244	0.043	3.273	0.312	9	AA
78028	0.266	0.496	0.074	3.101	0.344	1	AA
65857	0.04	0.179	0.05	0.883	0.123	3	BBB
53198	0.002	0.12	0.041	1.21	0.183	12	BBB
63271	0.091	0.112	0.047	0.815	0.183	10	BB
81043	-0.07	-0.12	0.018	0.472	0.27	8	BB
60998	0.021	0.12	0.026	2.177	0.376	10	A
60240	0.333	0.506	0.078	3.243	0.477	12	AAA
79125	0.022	0.124	0.032	1.296	0.303	2	BBB
36064	0.235	0.419	0.064	2.338	0.359	2	AA
38993	0.33	0.627	0.073	3.643	0.509	2	AAA
84092	0.166	0.267	0.058	1.072	0.304	8	BBB
41487	0.1	0.038	0.044	0.332	0.11	3	BB
50751	-0.068	-0.391	0.021	0.259	0.108	2	CCC
83697	0.217	0.317	0.063	1.366	0.263	12	BBB
46276	0.095	0.09	0.048	0.406	0.132	10	BB
38886	0.367	0.575	0.087	4.173	0.461	8	AAA
59215	0.174	-0.148	0.061	0.055	0.063	3	BB
41135	0.461	0.844	0.091	12.051	0.894	2	AAA
68215	0.246	0.376	0.064	2.303	0.321	6	AA
49119	0.122	0.528	0.052	5.051	0.626	3	AAA
77408	0.38	0.602	0.076	6.242	0.905	5	AAA
47968	0.298	0.687	0.064	11.35	0.891	1	AAA
33354	0.066	0.249	0.042	1.99	0.373	1	BBB
44639	0.381	0.602	0.078	5.064	0.711	7	AAA
34200	-0.016	-0.02	0.031	0.467	0.186	6	BB
79284	0.224	0.167	0.063	0.515	0.142	10	BB
46244	0.137	0.395	0.051	3.217	0.517	11	AAA
36592	-0.052	-0.002	0.029	0.764	0.204	10	BB
71995	0.203	0.232	0.059	0.72	0.204	9	BBB
66459	0.032	-0.534	0.039	0.084	0.067	2	CCC
74720	0.648	0.855	0.144	7.181	0.675	12	AAA
32543	0.358	0.484	0.079	1.498	0.234	11	A
71212	0.066	0.075	0.05	0.782	0.2	2	BB
48954	-0.032	-0.042	0.026	0.784	0.277	5	BB
54572	0.018	0.195	0.039	1.302	0.219	2	BBB
62006	-0.172	-0.324	-0.009	0.314	0.117	9	B
59348	0.007	-0.029	0.038	0.29	0.091	5	B
83609	0.209	0.412	0.055	3.995	0.463	1	AAA
43415	-0.007	-0.033	0.038	0.41	0.151	10	B
66174	0.238	0.574	0.071	5.042	0.436	2	AAA
65672	0.122	-0.146	0.075	0.072	0.065	11	B
35970	0.142	0.519	0.06	4.645	0.841	8	AAA
74005	0.147	0.397	0.056	0.897	0.213	12	BBB
36215	0.095	0.153	0.049	1.073	0.248	10	BBB
68684	0.091	0.217	0.044	1.194	0.285	5	BBB
61370	0.147	0.336	0.052	2.284	0.385	11	AA
67884	0.305	0.269	0.084	0.787	0.14	4	BBB
54629	0.275	0.394	0.08	1.274	0.188	2	BBB
79716	0.066	0.181	0.043	0.994	0.273	9	BB
82051	0.491	0.884	0.088	15.686	0.834	2	AAA
74158	-0.007	0.128	0.036	1.045	0.313	7	BBB
81739	0.169	0.187	0.058	0.808	0.213	7	BBB
37938	0.009	-0.107	0.036	0.284	0.117	4	B
76158	0.146	0.289	0.053	1.267	0.312	1	BBB
41846	0.276	0.492	0.064	2.709	0.476	2	AA
49509	0.121	0.212	0.051	1.102	0.244	7	BBB
69882	0.037	0.174	0.041	1.049	0.291	6	BBB
37553	-0.073	-0.242	0.016	0.422	0.134	5	B
53809	0.094	0.263	0.052	1.716	0.34	3	A
81067	0.124	0.247	0.057	1.822	0.3	2	BBB
71384	-0.177	-0.112	-0.009	1.302	0.336	1	BBB
72261	0.131	0.313	0.055	1.743	0.364	12	A
53329	0.006	-0.247	0.032	0.103	0.08	8	B
47240	0.24	0.372	0.069	1.892	0.343	9	A
83661	0.052	0.254	0.038	1.95	0.406	8	A
51754	0.262	0.459	0.071	3.297	0.286	9	AAA
58343	-0.055	0.017	0.02	1.005	0.394	3	BB
56073	0.092	-0.178	0.049	0.051	0.068	12	B
41662	-0.011	0.119	0.03	1.059	0.176	1	BBB
39820	0.256	0.345	0.059	2.984	0.73	5	AA
48776	-0.023	0.117	0.033	0.535	0.169	1	BB
45633	0.027	0.265	0.036	2.487	0.358	11	AA
82646	0.02	-0.046	0.029	0.387	0.257	9	BB
62581	0.16	0.264	0.056	1.815	0.26	1	A
40078	0.101	0.243	0.049	1.564	0.344	1	BBB
37588	0.127	0.202	0.051	0.905	0.253	11	BBB
62323	0.077	0.183	0.051	0.844	0.213	11	BBB
43643	0.115	0.204	0.051	0.675	0.168	8	BB
71046	0.21	0.31	0.059	0.938	0.266	2	BBB
37446	-0.057	-0.187	0.013	0.552	0.238	5	BB
37909	0.014	0.1	0.039	1.3	0.224	10	BB
47994	0.103	0.21	0.055	0.494	0.121	3	BBB
56076	0.188	0.277	0.056	1.968	0.374	4	A
40044	0.02	0.075	0.032	0.733	0.132	9	BB
74568	-0.582	-1.182	-0.084	1.458	0.884	12	B
65405	-0.026	0.005	0.03	0.883	0.103	10	BBB
54589	0.101	-0.029	0.053	0.114	0.064	5	BB
45011	0.056	0.139	0.042	0.468	0.115	6	BB
72652	-0.004	0.214	0.035	2.198	0.367	12	A
65385	0.162	0.376	0.06	1.817	0.214	2	A
33159	0.528	0.613	0.106	2.051	0.207	12	AA
47486	0.236	0.319	0.059	0.897	0.29	7	BBB
69577	0.014	0.132	0.034	1.685	0.298	11	A
80384	0.202	0.3	0.061	2.069	0.259	6	A
76881	-0.013	0.124	0.031	2.344	0.74	4	A
33392	-0.093	-0.277	0.013	0.368	0.157	5	BB
68583	0.182	0.196	0.058	1.393	0.252	4	BBB
57483	0.179	0.34	0.053	2.122	0.406	9	A
66705	0.114	0.184	0.052	1.087	0.24	9	BBB
38642	0.037	0.283	0.042	3.268	0.473	8	AA
38738	0.073	0.308	0.051	1.604	0.219	4	A
73445	0.319	0.231	0.067	0.722	0.124	6	BBB
52372	0.391	0.269	0.075	0.807	0.216	4	BBB
45716	0.509	0.886	0.079	8.915	0.645	8	AAA
62452	0.14	0.056	0.053	0.181	0.072	9	BB
55619	0.179	0.201	0.054	1.344	0.243	4	BBB
33970	0.447	0.461	0.08	1.546	0.176	12	A
67120	0.254	0.265	0.063	0.67	0.184	5	BBB
73859	0.272	0.279	0.062	0.912	0.244	7	BBB
70387	0.173	0.388	0.054	3.388	0.494	8	AAA
79122	0.016	0.022	0.039	0.326	0.12	5	B
68363	-0.038	-0.054	0.023	0.342	0.14	2	B
69835	0.328	0.375	0.071	1.635	0.277	12	A
41817	0.193	0.279	0.068	0.715	0.187	7	BBB
35201	0.504	0.582	0.104	1.861	0.325	1	A
81976	0.052	0.287	0.042	4.212	0.895	7	AAA
60645	0.083	0.066	0.045	0.458	0.122	3	BB
65954	0.213	0.427	0.057	2.714	0.534	5	AA
63524	0.015	-0.183	0.034	0.134	0.108	9	CCC
35371	0.286	0.583	0.069	6.562	0.842	4	AAA
71570	0.022	0.144	0.041	1.004	0.244	11	BBB
44205	0.302	0.359	0.067	1.821	0.33	10	A
66158	0.325	0.416	0.082	1.676	0.446	10	A
67298	0.162	0.299	0.055	1.233	0.278	1	BBB
51191	0.18	0.272	0.055	1.408	0.336	11	A
47391	-0.011	0.062	0.036	1.064	0.234	5	BB
60344	0.045	0.094	0.04	0.603	0.213	10	BBB
33814	0.037	0.079	0.039	1.018	0.25	12	BBB
59399	0.111	0.277	0.049	2.658	0.444	6	AA
78837	0.395	0.389	0.087	0.854	0.143	4	BBB
82521	0.297	0.467	0.078	3.093	0.361	5	AA
76309	0.332	0.281	0.075	0.684	0.132	4	BBB
52905	-0.037	0.004	0.023	0.663	0.203	5	BB
35522	0.563	0.836	0.099	14.959	0.98	2	AAA
39716	0.282	0.467	0.074	2.493	0.264	8	AA
39768	0.576	0.582	0.117	1.208	0.218	11	A
73997	0.121	0.194	0.056	1.569	0.263	1	BBB
63065	-0.115	-0.352	-0.003	0.412	0.111	12	B
82826	0.184	0.401	0.055	2.624	0.443	3	AA
39235	0.237	0.254	0.064	0.579	0.162	11	BBB
36400	0.249	0.432	0.07	1.747	0.35	2	A
33006	0.171	0.324	0.062	2.728	0.375	10	A
64018	-0.019	0.103	0.043	0.427	0.125	3	BB
40954	0.414	0.655	0.095	11.815	0.939	12	AAA
83070	0.123	0.136	0.05	0.655	0.124	5	BBB
76972	0.28	0.473	0.071	1.574	0.326	9	A
63899	0.327	0.438	0.07	2.179	0.382	6	AA
36369	0.055	0.226	0.05	1.364	0.398	3	BBB
33110	0.025	0.07	0.036	0.698	0.175	2	B
72640	0.02	-0.011	0.036	0.352	0.118	8	B
43451	0.177	0.291	0.06	1.79	0.276	4	A
82923	0.413	0.557	0.084	2.288	0.373	6	AA
37486	0.049	0.417	0.043	3.78	0.782	5	AAA
62801	0.236	0.38	0.063	1.113	0.254	5	BBB
78791	0	0.062	0.031	1.388	0.404	11	BBB
61166	0.169	0.436	0.061	2.294	0.405	8	AA
80156	0.486	0.736	0.093	6.572	0.636	11	AAA
38530	0.197	0.245	0.058	1.33	0.232	5	BBB
59742	0.164	0.275	0.056	1.587	0.242	11	BBB
69633	0.114	0.223	0.05	1.479	0.402	3	A
33276	0.042	0.305	0.036	6.687	0.833	12	AAA
37491	-0.027	-0.208	0.026	0.177	0.111	2	CCC
34789	0.004	0.157	0.031	1.11	0.205	1	BBB
